Godina,Izvođač,Naziv_pesme,Žanr,Akustičnost,Plesozovnost,Instrumentalnost,Glasnoća,Valentnost,Energičnost,Muzička_dekada
2002,dixie chicks,long time gone,country,0.180722069,0.527780786,1.77e-06,0.771350922,0.819661995,0.693684127,2000s
2002,tim mcgraw,real good man,country,0.009898604,0.539694574,1.14e-05,0.775940312,0.634171476,0.827822451,2000s
2002,randy rogers band,lost and found,country,0.168673864,0.641503303,0.0,0.783401277,0.3569662,0.576563352,2000s
2002,hank williams iii,mississippi mud,country,0.189758223,0.738979747,0.000720648,0.749019306,0.915498763,0.795789418,2000s
2002,emerson drive,fall into me,country,0.219878735,0.470377992,0.0,0.788606005,0.609439406,0.822817289,2000s
2002,johnny cash,in my life,country,0.921686668,0.668580093,0.00020749,0.56905879,0.284830998,0.231207221,2000s
2002,cross canadian ragweed,constantly,country,0.255019332,0.75522582,2.27e-05,0.742481348,0.401277824,0.666656256,2000s
2002,faith hill,stronger,country,0.494979413,0.493122495,0.0,0.75596749,0.265251443,0.496480771,2000s
2002,darryl worley,pow 369,country,0.549196335,0.626340301,1.39e-05,0.66333359,0.2858615,0.390371351,2000s
2002,hank williams iii,5 shots of whiskey,country,0.121485062,0.653417091,2.57e-05,0.656487962,0.604286892,0.322301157,2000s
2002,rascal flatts,like i am,country,0.490963344,0.492039424,0.0,0.783170525,0.167353669,0.5315169,2000s
2002,rascal flatts,you,country,0.305220186,0.576519008,2.09e-05,0.78250391,0.586768343,0.676666579,2000s
2002,wade bowen,why can't you love me,country,0.507027617,0.626340301,1.09e-06,0.734584519,0.750618302,0.556542707,2000s
2002,dolly parton,marry me,country,0.644577956,0.589515867,3.82e-06,0.69202369,0.744435284,0.592579868,2000s
2002,rascal flatts,too good is true,country,0.119477028,0.651250948,5.14e-06,0.805040638,0.341508656,0.846842064,2000s
2002,hank williams iii,"broke, lovesick, & driftin'",country,0.532128044,0.611177299,0.0,0.748250135,0.509480627,0.523508642,2000s
2002,wilco,poor places,country,0.769076073,0.236434528,0.031376518,0.633566649,0.27143446,0.41639819,2000s
2002,travis tritt,can't tell me nothin',country,0.130521215,0.532113073,0.0,0.7714022,0.534212696,0.521506578,2000s
2002,daryle singletary,long black veil,country,0.441766508,0.531030001,2.44e-05,0.686126708,0.262159934,0.428410577,2000s
2002,darius rucker,this is my world,country,0.16666583,0.573269793,0.0,0.787349691,0.416735367,0.591578836,2000s
2002,johnny cash,tear stained letter,country,0.730923425,0.551608361,0.0,0.675460862,0.862943116,0.617605675,2000s
2002,slaid cleaves,broke down,country,0.830321115,0.425972057,0.0,0.544881163,0.427040396,0.259236124,2000s
2002,hank williams iii,"7 months, 39 days",country,0.137549335,0.643669447,2.59e-05,0.729482348,0.823784007,0.879876128,2000s
2002,shania twain,ain't no particular way,country,0.26606352,0.547276075,0.0,0.78981104,0.868095631,0.775768773,2000s
2003,gary allan,can't do it today,country,0.081424781,0.555940648,9.9e-06,0.802989514,0.556883759,0.852848257,2000s
2003,gillian welch,lowlands,country,0.507027617,0.807213257,0.000177126,0.698587288,0.192085738,0.158131866,2000s
2003,corey smith,long way to go,country,0.747991715,0.753059677,0.003390688,0.613311797,0.307502061,0.315293931,2000s
2003,the allman brothers band,old before my time,country,0.294175998,0.415141341,0.000609312,0.723893034,0.242580379,0.578565417,2000s
2003,lucinda williams,those three days,country,0.346384886,0.525614643,0.0,0.6614363,0.333264633,0.375355867,2000s
2003,buddy jewell,today i started loving you again,country,0.126505147,0.586266652,7.71e-06,0.705663667,0.272464963,0.47846219,2000s
2003,gary allan,don't look away,country,0.34839292,0.575435936,0.000456478,0.675589057,0.298227535,0.525510707,2000s
2003,dierks bentley,my love will follow you,country,0.196786342,0.649084805,4.08e-05,0.737097146,0.402308326,0.589576772,2000s
2003,rodney carrington,just one beer,country,0.192770274,0.730315174,3.56e-05,0.718252442,0.838211047,0.680670708,2000s
2003,david allan coe,will you remember me,country,0.097589455,0.398895267,0.0,0.570212548,0.202390767,0.280257802,2000s
2003,lil wyte,"homicidal, suicidal",country,0.009145592,0.798548684,0.0,0.731533472,0.679513603,0.75674916,2000s
2003,robert earl keen,out here in the middle,country,0.293171981,0.629589516,0.000336032,0.741917288,0.591920857,0.565551997,2000s
2003,drive-by truckers,when the pin hits the shell,country,0.5471883,0.49637171,5.36e-05,0.72371356,0.33944765,0.489473545,2000s
2003,bubba sparxxx,back in the mud,country,0.012448808,0.568937507,2e-05,0.790759685,0.771228359,0.910908128,2000s
2003,randy travis,softly and tenderly,country,0.688754708,0.440051987,0.0,0.543394098,0.286892003,0.214189672,2000s
2003,jeff bates,i wanna make you cry,country,0.014758047,0.177948662,0.0,0.762531087,0.287922506,0.565551997,2000s
2003,martina mcbride,how far,country,0.340360783,0.445467345,0.0,0.790221265,0.345630668,0.627615998,2000s
2003,phil vassar,this is god,country,0.103412754,0.524531572,0.0,0.721918827,0.382728772,0.5315169,2000s
2003,lyle lovett,smile,country,0.72891539,0.435719701,8.44e-05,0.438402174,0.073887057,0.146119478,2000s
2003,the talleys,his life for mine,country,0.448794627,0.418390556,0.0,0.693049253,0.122011542,0.294272254,2000s
2003,brad paisley,hold me in your arms (and let me fall),country,0.022790184,0.628506444,0.00034413,0.683460247,0.73206925,0.652641804,2000s
2003,randy travis,open the eyes of my heart,country,0.303212152,0.5234485,0.0,0.712381099,0.418796373,0.519504513,2000s
2003,lucinda williams,overtime,country,0.85943761,0.683743095,0.01194332,0.617849909,0.142621599,0.481465287,2000s
2003,darryl worley,i will hold my ground,country,0.104416772,0.445467345,0.000232794,0.78088865,0.553792251,0.794788386,2000s
2003,june carter cash,wildwood flower,country,0.603413256,0.470377992,3.01e-06,0.541522447,0.363149217,0.295273286,2000s
2003,jeff bates,rainbow man,country,0.136545318,0.441135059,0.0,0.719893342,0.186933223,0.480464255,2000s
2003,warren zevon,prison grove,country,0.914658549,0.381566122,0.047368421,0.64138656,0.255976917,0.371351738,2000s
2003,chris knight,staying up all night long,country,0.087147678,0.604678869,2.79e-05,0.689254673,0.538334707,0.548534449,2000s
2003,dierks bentley,whiskey tears,country,0.114456942,0.682660024,0.002287449,0.690510986,0.399216818,0.541527223,2000s
2003,todd snider,doublewide blues,country,0.890562139,0.45521499,0.0,0.704381714,0.3569662,0.368348641,2000s
2003,lil wyte,get high to this,country,0.042368516,0.860283765,0.0,0.74322488,0.302349547,0.663653159,2000s
2003,jessica andrews,never be forgotten,country,0.121485062,0.406476768,0.0,0.781657821,0.166323166,0.634623223,2000s
2003,the handsome family,the bottomless hole,country,0.492971378,0.775804181,0.0,0.677845294,0.490931575,0.380361028,2000s
2003,gillian welch,i made a lovers prayer,country,0.799196586,0.522365428,0.01791498,0.596672051,0.130255565,0.137110188,2000s
2003,george strait,she used to say that to me,country,0.260039418,0.56460522,0.0,0.767940928,0.610469909,0.629618062,2000s
2003,my morning jacket,mahgeeta,country,0.089958926,0.219105383,0.039271255,0.751916519,0.422918384,0.815810063,2000s
2003,lil wyte,blame it on da bay,country,0.105420789,0.875446767,7.03e-06,0.746916904,0.53936521,0.783777031,2000s
2003,lonestar,i pray,country,0.53012001,0.49637171,0.0,0.751737046,0.272464963,0.452435351,2000s
2003,chris knight,devil behind the wheel,country,0.002800204,0.459547276,0.000142713,0.666615389,0.399216818,0.539525158,2000s
2003,johnny cash,gentle on my mind,country,0.821284961,0.456298061,0.00104251,0.606363613,0.681574608,0.277254705,2000s
2003,"hank williams, jr.",waylon's guitar,country,0.01435644,0.606845012,0.004838057,0.748583442,0.761953833,0.834829676,2000s
2003,aaron watson,off the record,country,0.23192694,0.540777645,0.0,0.689280312,0.426009893,0.379359996,2000s
2003,lynyrd skynyrd,red white & blue,country,0.122489079,0.435719701,0.000198381,0.773171295,0.17147568,0.737729547,2000s
2003,randy travis,just a closer walk with thee,country,0.402609842,0.609011156,0.0,0.651462708,0.677452597,0.369349673,2000s
2003,josh turner,in my dreams,country,0.127509164,0.245099101,1.04e-05,0.705073969,0.247732894,0.4384209,2000s
2003,johnny cash,you are my sunshine,country,0.847389405,0.395646052,0.0,0.520934287,0.503297609,0.260237157,2000s
2003,martina mcbride,this one's for the girls,country,0.062850465,0.597097368,1.16e-05,0.800605082,0.603256389,0.801795612,2000s
2003,tracy byrd,drinkin' bone,country,0.07961755,0.767139608,0.0,0.797912981,0.969084913,0.833828644,2000s
2003,brooks & dunn,red dirt road,country,0.06666573,0.534279216,0.000118421,0.816834602,0.469291014,0.868864773,2000s
2003,chris cagle,what a beautiful day,country,0.238955059,0.557023719,1.46e-06,0.763120786,0.742374279,0.814809031,2000s
2003,todd snider,i can't complain,country,0.89357419,0.388064551,0.0,0.692485193,0.479596043,0.426408512,2000s
2003,chris ledoux,one less tornado,country,0.524095908,0.275425106,0.0,0.734610158,0.596042869,0.566553029,2000s
2003,gary allan,drinkin' dark whiskey,country,0.093673789,0.470377992,0.0,0.810527395,0.731038747,0.944943225,2000s
2003,johnny cash,heart of gold,country,0.583332915,0.545109932,0.005941296,0.76678717,0.77844188,0.700691353,2000s
2003,warren zevon,keep me in your heart,country,0.8353412,0.395646052,1.56e-06,0.679819501,0.227122836,0.393374448,2000s
2003,dierks bentley,wish it would break,country,0.029215893,0.423805914,3.6e-05,0.722252134,0.179719703,0.567554062,2000s
2003,songs: ohia,just be simple,country,0.657630178,0.47579335,0.008309717,0.669256211,0.172506183,0.389370319,2000s
2003,ricky skaggs,a simple life,country,0.481927191,0.503953211,0.000321862,0.668512679,0.535243199,0.538524126,2000s
2003,lester flatt,roll in my sweet baby's arms,country,0.551204369,0.346907831,9.98e-06,0.710483809,0.843363561,0.710701676,2000s
2003,songs: ohia,i've been riding with the ghost,country,0.551204369,0.349073974,0.000168016,0.710560726,0.372423743,0.547533416,2000s
2003,corey smith,when the sun goes down in georgia,country,0.741967612,0.590598939,0.0,0.64951414,0.344600165,0.217192769,2000s
2003,the allman brothers band,firing line,country,0.02550103,0.476876422,0.28340081,0.785631874,0.69291014,0.925923612,2000s
2003,mike mcclure,outlaw's prayer,country,0.645581973,0.712986028,0.0,0.630566879,0.191055235,0.535521029,2000s
2003,lil wyte,doubt me now,country,0.040962893,0.709736814,0.0,0.769530549,0.373454246,0.863859612,2000s
2003,johnny cash,redemption song,country,0.756023851,0.494205567,0.0,0.658333974,0.481657049,0.388369286,2000s
2003,randy travis,in the garden,country,0.666666332,0.368569262,0.0,0.58451914,0.347691674,0.222197931,2000s
2003,todd snider,statistician's blues,country,0.698794878,0.529946929,0.0,0.735122939,0.656842539,0.493477674,2000s
2003,hank locklin,send me the pillow you dream on,country,0.843373337,0.577602079,4.13e-06,0.616132092,0.618713932,0.308286705,2000s
2003,corey smith,in love with a memory,country,0.790160432,0.424888985,0.0,0.740481501,0.456924979,0.410391996,2000s
2003,josh turner,the difference between a woman and a man,country,0.186746171,0.415141341,0.009908907,0.672307258,0.167353669,0.457440513,2000s
2003,drive-by truckers,sinkhole,country,0.049999046,0.574352865,0.000117409,0.76353101,0.481657049,0.921919483,2000s
2003,rodney atkins,what's left of me,country,0.010039167,0.546193003,0.0,0.758223726,0.589859852,0.716707869,2000s
2003,trace adkins,welcome to hell,country,0.130521215,0.499620925,0.000327935,0.752480578,0.354905194,0.592579868,2000s
2003,my morning jacket,one big holiday,country,0.092870575,0.379399978,0.014473684,0.733815348,0.298227535,0.917915354,2000s
2004,rascal flatts,holes,country,0.123493096,0.468211849,8.74e-05,0.753224111,0.287922506,0.730722321,2000s
2004,gretchen wilson,holdin' you,country,0.029015089,0.497454782,1.62e-06,0.730841217,0.398186315,0.453436384,2000s
2004,rascal flatts,break away,country,0.09317178,0.638254089,1.89e-06,0.786452324,0.783594394,0.872868902,2000s
2004,pat green,don't break my heart again,country,0.090360532,0.555940648,0.000176113,0.84778094,0.345630668,0.873869935,2000s
2004,big & rich,saved,country,0.045079363,0.390230694,6.39e-05,0.855472656,0.411582852,0.832827612,2000s
2004,big & rich,drinkin' 'bout you,country,0.205822496,0.513700856,0.0,0.759249289,0.727947238,0.62861703,2000s
2004,adam hood,million miles,country,0.380521466,0.694573811,0.000323887,0.687921442,0.200329761,0.330309415,2000s
2004,the grass roots,i'm livin' for you girl,country,0.113452925,0.561356006,6.89e-05,0.720893265,0.913437758,0.622610836,2000s
2004,clint black,spend my time,country,0.519075822,0.581934366,1.06e-05,0.672050868,0.169414674,0.489473545,2000s
2004,joe purdy,wash away (reprise),country,0.738955561,0.487707137,0.000458502,0.510729944,0.683635614,0.265242318,2000s
2004,big & rich,love train,country,0.002970887,0.626340301,0.000310729,0.85752378,0.911376752,0.785779095,2000s
2004,sugarland,fly away,country,0.226906854,0.588432795,4.72e-06,0.802245981,0.651690025,0.762755353,2000s
2004,big & rich,deadwood mountain,country,0.010340372,0.538611502,0.001659919,0.843319745,0.472382523,0.83182658,2000s
2004,chris ledoux,mighty lucky man,country,0.405621893,0.526697715,0.001963563,0.755582904,0.965993405,0.789783224,2000s
2004,blackhawk,like there ain't no yesterday,country,0.253011298,0.730315174,0.000238866,0.727303028,0.843363561,0.62861703,2000s
2004,tim mcgraw,do you want fries with that,country,0.214858649,0.587349724,0.0,0.811783709,0.667147568,0.802796644,2000s
2004,kenny chesney,outta here,country,0.039155662,0.72056753,0.0,0.754018922,0.696001649,0.779772902,2000s
2004,keith urban,these are the days,country,0.417670098,0.613343442,4.7e-06,0.782683383,0.427040396,0.704695482,2000s
2004,merle haggard,turnin' off a memory,country,0.29015993,0.614426514,5.07e-05,0.694023537,0.351813685,0.270247479,2000s
2004,ernest tubb,thanks a lot,country,0.163653779,0.525614643,0.000373482,0.733969182,0.816570486,0.722714063,2000s
2004,old crow medicine show,cc rider,country,0.122489079,0.585183581,1.99e-06,0.627541471,0.683635614,0.237213414,2000s
2004,drive-by truckers,puttin' people on the moon,country,0.071685815,0.261345175,9.11e-06,0.768325513,0.370362737,0.802796644,2000s
2004,darryl worley,wake up america,country,0.090661738,0.57110365,0.0,0.712304182,0.331203627,0.518503481,2000s
2004,the avett brothers,nothing short of thankful,country,0.528111976,0.5234485,4.82e-06,0.754941928,0.589859852,0.806800773,2000s
2004,dave alvin,ashgrove,country,0.041264098,0.581934366,0.04159919,0.660974797,0.480626546,0.662652127,2000s
2004,calexico,corona,country,0.019476927,0.484457923,0.269230769,0.759018537,0.542456719,0.762755353,2000s
2004,jim white,static on the radio,country,0.370481296,0.473627207,0.000687247,0.690203318,0.466199505,0.475459093,2000s
2004,aaron watson,will you love me in a trailer?,country,0.611445393,0.466045706,0.0,0.687562495,0.688788129,0.411393028,2000s
2004,randy rogers band,i miss you with me,country,0.169677881,0.390230694,0.0,0.717457631,0.137469085,0.400381674,2000s
2004,pat green,college,country,0.38955762,0.588432795,0.0,0.846319514,0.648598516,0.882879225,2000s
2004,julie roberts,unlove me,country,0.556224454,0.677244666,0.0,0.683075661,0.554822754,0.380361028,2000s
2004,cross canadian ragweed,leave me alone,country,0.302208135,0.764973465,0.000525304,0.77519678,0.509480627,0.474458061,2000s
2004,drive-by truckers,tornadoes,country,0.120481045,0.388064551,9.83e-05,0.732892342,0.335325639,0.521506578,2000s
2004,johnny cash,softly and tenderly,country,0.959839317,0.441135059,0.0,0.482834654,0.284830998,0.035605516,2000s
2004,wilco,hummingbird,country,0.77008009,0.482291779,0.001912955,0.629131092,0.223000824,0.275252641,2000s
2004,robert earl keen,corpus christi bay,country,0.37248933,0.657749377,0.0,0.636181832,0.631079967,0.482466319,2000s
2004,randy rogers band,tonight's not the night,country,0.087147678,0.498537853,5.21e-05,0.759531318,0.554822754,0.824819354,2000s
2004,rascal flatts,the day before you,country,0.280119759,0.45521499,2.99e-06,0.754095839,0.406430338,0.656645933,2000s
2004,drive-by truckers,where the devil don't stay,country,0.0472882,0.283006607,0.011234818,0.765787247,0.538334707,0.776769805,2000s
2004,keith urban,days go by,country,0.063553277,0.57110365,0.0,0.832243674,0.758862325,0.892889548,2000s
2004,kenny chesney,when the sun goes down,country,0.043372534,0.797465612,3.04e-06,0.739814886,0.705276175,0.741733676,2000s
2004,rascal flatts,bless the broken road,country,0.695782827,0.581934366,9.1e-05,0.751762685,0.37139324,0.433415738,2000s
2004,drive-by truckers,goddamn lonely love,country,0.116464976,0.394562981,0.009433198,0.722508525,0.112737016,0.534519997,2000s
2004,todd snider,the ballad of the kingsmen,country,0.143573437,0.535362287,5.4e-05,0.655718791,0.522877164,0.587574707,2000s
2004,kenny chesney,some people change,country,0.007448803,0.546193003,0.0,0.743071046,0.477535037,0.661651095,2000s
2004,old crow medicine show,tell it to me,country,0.724899322,0.574352865,0.0,0.691972412,0.796990932,0.518503481,2000s
2004,shedaisy,don't worry 'bout a thing,country,0.129517198,0.688075382,0.0,0.862113171,0.794929926,0.837832773,2000s
2004,sugarland,stand back up,country,0.819276927,0.484457923,0.0,0.728995205,0.33223413,0.321300125,2000s
2004,randy rogers band,this time around,country,0.003071288,0.37398462,2.34e-05,0.796887419,0.353874691,0.88488129,2000s
2004,old crow medicine show,take 'em away,country,0.780120261,0.718401386,3.22e-06,0.603030536,0.686727123,0.302280512,2000s
2004,adam hood,play something we know,country,0.347388903,0.351240117,0.0,0.757967336,0.502267106,0.639628385,2000s
2004,mark collie,in time,country,0.476907105,0.434636629,0.003218623,0.67064072,0.152926628,0.449432255,2000s
2004,big & rich,holy water,country,0.045280166,0.513700856,7.05e-06,0.863164372,0.445589448,0.76575845,2000s
2004,josh gracin,brass bed,country,0.079416746,0.376150764,1.4e-06,0.763043868,0.453833471,0.710701676,2000s
2004,johnny cash,satisfied mind,country,0.89357419,0.432470486,3.14e-06,0.589441838,0.367271228,0.208183479,2000s
2004,brooks & dunn,that's what it's all about,country,0.043874542,0.490956352,1.8e-05,0.835679307,0.273495466,0.901898838,2000s
2005,shooter jennings,busted in baylor county,country,0.089557319,0.536445359,0.0,0.770402277,0.248763397,0.969969032,2000s
2005,ryan adams & the cardinals,cold roses,country,0.150601557,0.399978339,0.001771255,0.769274158,0.382728772,0.568555094,2000s
2005,gary allan,what kind of fool,country,0.009577319,0.340409401,5.31e-05,0.745737507,0.709398186,0.896893677,2000s
2005,doug stone,tell it like it is,country,0.53714813,0.628506444,2.24e-06,0.709894111,0.442497939,0.453436384,2000s
2005,shooter jennings,southern comfort,country,0.288151896,0.444384274,1.56e-05,0.74673743,0.426009893,0.477461158,2000s
2005,ryan adams & the cardinals,dance all night,country,0.001193776,0.558106791,0.044129555,0.761813194,0.687757626,0.708699611,2000s
2005,trace adkins,my heaven,country,0.31425634,0.584100509,3e-05,0.777504295,0.362118714,0.540526191,2000s
2005,miranda lambert,there's a wall,country,0.033934773,0.476876422,6.91e-06,0.778504218,0.131286068,0.492476642,2000s
2005,stoney larue,let me hold you,country,0.463854883,0.45521499,0.000156883,0.774940389,0.253915911,0.40338477,2000s
2005,jack greene,statue of a fool,country,0.848393422,0.446550417,0.004423077,0.552085737,0.198268755,0.249225802,2000s
2005,loretta lynn,hey good lookin',country,0.531124027,0.565688292,5.67e-05,0.626874856,0.656842539,0.518503481,2000s
2005,cross canadian ragweed,this time around,country,0.000276105,0.461713419,0.0,0.803553573,0.53936521,0.848844128,2000s
2005,brooks & dunn,i may never get over you,country,0.706827015,0.577602079,1.41e-05,0.7367382,0.315746084,0.405386835,2000s
2005,john hiatt,master of disaster,country,0.051806277,0.671829308,0.052732794,0.702202395,0.817600989,0.77476774,2000s
2005,ferlin husky,timber i'm falling,country,0.528111976,0.753059677,4.9e-05,0.72589288,0.886644683,0.701692385,2000s
2005,hawkshaw hawkins,lonesome 7-7203,country,0.815260859,0.600346583,0.00040587,0.569238264,0.657873042,0.33231148,2000s
2005,kyle park,yours and mine,country,0.828313081,0.730315174,0.00036336,0.676563341,0.213726298,0.333312512,2000s
2005,big & rich,8th of november,country,0.85943761,0.611177299,0.0,0.5514704,0.131286068,0.135108123,2000s
2005,the statler brothers,too much on my heart,country,0.450802661,0.548359147,1.34e-06,0.612363152,0.367271228,0.292270189,2000s
2005,gene autry,home on the range,country,0.930722822,0.23101917,0.0,0.591518601,0.31059357,0.184158704,2000s
2005,randy travis,are you washed in the blood?,country,0.336344715,0.603595798,4.13e-05,0.688485501,0.718672712,0.570557159,2000s
2005,billy walker,funny how time slips away,country,0.950803163,0.506119354,6.62e-06,0.414762967,0.31059357,0.083554962,2000s
2005,alabama,keepin' up,country,0.02730826,0.66641395,0.0,0.733123093,0.805234955,0.75674916,2000s
2005,the statler brothers,oh baby mine (i get so lonely),country,0.407629927,0.70757067,2.39e-06,0.62620824,0.93920033,0.629618062,2000s
2005,ryan adams & the cardinals,if i am a stranger,country,0.001936749,0.378316907,0.000630567,0.794246596,0.762984336,0.688678966,2000s
2005,silver jews,how can i love you if you won't lie down,country,0.062348456,0.567854435,0.015384615,0.768248596,0.964962902,0.761754321,2000s
2005,randy rogers band,i never meant to break your heart,country,0.028312277,0.392396837,0.0,0.659923596,0.123042045,0.345324899,2000s
2005,the charlie daniels band,let her cry,country,0.003241971,0.501787068,0.008036437,0.605389329,0.403338829,0.444427093,2000s
2005,m. ward,i'll be yr bird,country,0.088352498,0.304668039,0.005840081,0.497756583,0.221970322,0.285262963,2000s
2005,lynda randle,one day at a time,country,0.633533769,0.318747969,0.0,0.690075122,0.435284419,0.379359996,2000s
2005,big & rich,the freak parade,country,0.350400954,0.616592657,0.0,0.791528857,0.819661995,0.633622191,2000s
2005,randy travis,he's got the whole world in his hands,country,0.398593774,0.671829308,0.0,0.653693306,0.837180544,0.406387867,2000s
2005,tommy mcclennan,blues as i can be,country,0.913654532,0.698906098,7.69e-06,0.554598364,0.613561418,0.275252641,2000s
2005,the statler brothers,hello mary lou,country,0.586344966,0.733564389,3.65e-06,0.633643566,0.683635614,0.501485932,2000s
2005,carrie underwood,whenever you remember,country,0.161645745,0.593848153,0.0,0.803656129,0.302349547,0.691682063,2000s
2005,carrie underwood,lessons learned,country,0.051605473,0.606845012,0.0,0.789990514,0.529060181,0.804798708,2000s
2005,reba mcentire,you're gonna be,country,0.478915139,0.40755984,0.0,0.690793016,0.184872218,0.458441545,2000s
2005,jason aldean,why,country,0.069075371,0.548359147,0.0,0.816065431,0.200329761,0.695686192,2000s
2005,miranda lambert,kerosene,country,0.006896593,0.613343442,5.4e-05,0.830833526,0.808326463,0.920918451,2000s
2005,craig morgan,redneck yacht club,country,0.456826764,0.463879562,0.0,0.775632644,0.808326463,0.817812128,2000s
2005,gary allan,life ain't always beautiful,country,0.216866684,0.454131918,0.000177126,0.717662744,0.251854905,0.508493158,2000s
2005,carrie underwood,i just can't live a lie,country,0.037348431,0.44871656,0.0,0.790528934,0.267312448,0.635624256,2000s
2005,trace adkins,honky tonk badonkadonk,country,0.339356766,0.629589516,0.0,0.824808348,0.823784007,0.919917419,2000s
2005,kenny chesney,guitars and tiki bars,country,0.008432739,0.616592657,0.012044534,0.741430146,0.951566364,0.891888515,2000s
2005,kenny chesney,who you'd be today,country,0.14959754,0.632838731,0.000433198,0.676101838,0.231244847,0.431413674,2000s
2005,kenny chesney,island boy,country,0.650602059,0.737896675,0.0,0.683434608,0.372423743,0.497481803,2000s
2005,randy rogers band,an empty glass (that's the way the day ends),country,0.484939242,0.303584967,0.0,0.597133554,0.341508656,0.27925677,2000s
2005,kenny chesney,sherry's living in paradise,country,0.66064223,0.657749377,1.23e-05,0.649975643,0.237427865,0.413395093,2000s
2005,little big town,bones,country,0.32429651,0.54402686,0.0,0.754352229,0.370362737,0.706697547,2000s
2005,roger alan wade,butt ugly slut,country,0.896586242,0.536445359,0.0,0.545317027,0.855729596,0.293271221,2000s
2005,faith hill,fireflies,country,0.360441125,0.629589516,0.0,0.663974566,0.451772465,0.361341415,2000s
2005,silver jews,punks in the beerlight,country,0.08313161,0.434636629,0.076821862,0.752403661,0.650659522,0.829824515,2000s
2005,trick pony,it's a heartache,country,0.052107482,0.537528431,0.0,0.812347768,0.545548228,0.81881316,2000s
2005,gary allan,i just got back from hell,country,0.04377414,0.485540994,0.081376518,0.705868779,0.14983512,0.635624256,2000s
2005,kenny chesney,magic,country,0.45481873,0.641503303,0.001093117,0.627772223,0.297197032,0.39437548,2000s
2005,dwight yoakam,blame the vain,country,0.044677756,0.547276075,0.000381579,0.727431223,0.616652927,0.874870967,2000s
2005,darrell scott,long time gone,country,0.776104193,0.511534712,0.0,0.681844986,0.903132729,0.502486965,2000s
2005,jason aldean,lonesome usa,country,0.173693949,0.468211849,0.0,0.843806887,0.661995054,0.875871999,2000s
2005,david allan coe,the ghost of hank williams,country,0.580320864,0.605761941,0.0,0.607081507,0.399216818,0.445428125,2000s
2005,jason aldean,i'm just a man,country,0.144577454,0.668580093,3.44e-06,0.811014537,0.720733718,0.748740902,2000s
2005,brad paisley,the world,country,0.359437108,0.415141341,0.001629555,0.759915904,0.888705688,0.950949419,2000s
2005,stoney larue,down in flames,country,0.35542104,0.581934366,6.79e-06,0.811347845,0.287922506,0.530515868,2000s
2005,billy currington,she's got a way with me,country,0.401605825,0.636087945,4.6e-06,0.755531626,0.329142622,0.512497287,2000s
2005,cory morrow,beat of your heart,country,0.240963093,0.740062818,0.01062753,0.700587134,0.511541632,0.576563352,2000s
2005,john prine,some humans ain't human,country,0.798192568,0.518033142,0.017408907,0.553188216,0.194146744,0.198173156,2000s
2005,little big town,stay,country,0.891566156,0.529946929,0.0,0.677229957,0.249793899,0.246222705,2000s
2005,kyle park,somebody’s trying to steal my heart,country,0.404617876,0.552691433,2.12e-06,0.765197549,0.894888706,0.697688256,2000s
2005,brandon jenkins,finger on the trigger,country,0.126505147,0.577602079,1.71e-06,0.710868395,0.372423743,0.569556126,2000s
2005,jason aldean,i believe in ghosts,country,0.23192694,0.436802773,0.0,0.810501756,0.251854905,0.751743998,2000s
2005,miranda lambert,greyhound bound for nowhere,country,0.252007281,0.429221272,0.0,0.698792401,0.086974444,0.366346577,2000s
2006,george strait,a heart like hers,country,0.354417023,0.576519008,3.62e-06,0.733558957,0.265251443,0.518503481,2000s
2006,sugarland,april showers,country,0.444778559,0.424888985,0.0,0.797964259,0.100370981,0.679669675,2000s
2006,johnny cash,love's been good to me,country,0.92469872,0.600346583,1.13e-05,0.616567956,0.474443528,0.305283608,2000s
2006,josh turner,gravity,country,0.332328647,0.480125636,0.002024291,0.728943927,0.293075021,0.446429158,2000s
2006,charley pride,where do i put her memory,country,0.725903339,0.404310625,0.007692308,0.605825193,0.180750206,0.383364125,2000s
2006,honeybrowne,take me home country roads,country,0.029918705,0.472544135,0.0,0.74240443,0.4641385,0.680670708,2000s
2006,john phillips,topanga canyon,country,0.353413005,0.492039424,0.016194332,0.661590134,0.58573784,0.468451868,2000s
2006,the be good tanyas,for the turnstiles,country,0.164657796,0.529946929,9.51e-05,0.673127708,0.514633141,0.554540642,2000s
2006,george strait,he must have really hurt you bad,country,0.72891539,0.552691433,2.28e-05,0.717124324,0.370362737,0.514499352,2000s
2006,craig morgan,i am,country,0.003111449,0.599263511,0.0,0.770427916,0.37860676,0.79679045,2000s
2006,lindsey haun,broken bridges,country,0.850401456,0.499620925,0.0,0.721662436,0.340478153,0.269246447,2000s
2006,lonestar,mountains,country,0.196786342,0.429221272,0.0,0.803963798,0.333264633,0.767760515,2000s
2006,ernest tubb,"goodnight, irene",country,0.850401456,0.65991552,0.0,0.593005666,0.582646331,0.178152511,2000s
2006,john d. hale band,rebel soldier,country,0.260039418,0.414058269,0.000204453,0.647565572,0.69291014,0.442425029,2000s
2006,hank williams iii,not everybody likes us,country,0.28313181,0.576519008,0.0,0.711073507,0.375515251,0.474458061,2000s
2006,johnny cash,rose of my heart,country,0.923694703,0.333910972,0.00152834,0.599030844,0.501236603,0.301279479,2000s
2006,lonestar,hey god,country,0.297188049,0.487707137,0.0,0.779811809,0.31780709,0.473457029,2000s
